Time,X,Y,Z,RotX,RotY,RotZ,Speed,YawRate,PitchRate,Event,GazeTarget,GazeHitX,GazeHitY,GazeHitZ
0.00,-95.84,7.31,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,0.00,0.00,0.00
0.12,-95.84,7.30,61.22,0.0,0.0,0.0,0.10,0.00,0.00,None,None,-95.84,7.30,81.22
0.20,-95.84,6.98,61.22,0.0,0.0,0.0,3.86,0.00,0.00,None,None,-95.84,6.98,81.22
0.32,-95.84,6.66,61.22,0.0,0.0,0.0,2.80,0.00,0.00,None,None,-95.84,6.66,81.22
0.40,-95.84,6.34,61.22,0.0,0.0,0.0,3.82,0.00,0.00,None,None,-95.84,6.34,81.22
0.50,-95.84,5.87,61.22,0.0,0.0,0.0,4.67,0.00,0.00,None,None,-95.84,5.87,81.22
0.60,-95.84,5.30,61.22,0.0,0.0,0.0,5.63,0.00,0.00,None,None,-95.84,5.30,81.22
0.70,-95.84,4.65,61.22,0.0,0.0,0.0,6.61,0.00,0.00,None,None,-95.84,4.65,81.22
0.80,-95.84,3.90,61.22,0.0,0.0,0.0,7.58,0.00,0.00,None,None,-95.84,3.90,81.22
0.90,-95.84,3.04,61.22,0.0,0.0,0.0,8.56,0.00,0.00,None,None,-95.84,3.04,81.22
1.00,-95.84,2.08,61.22,0.0,0.0,0.0,9.54,0.00,0.00,None,None,-95.84,2.08,81.22
1.10,-95.84,1.61,61.22,0.0,0.0,0.0,4.67,0.00,0.00,None,None,-95.84,1.61,81.22
1.20,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.30,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.40,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.50,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.60,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.70,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.80,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
1.90,-95.84,1.61,61.22,0.0,0.0,0.0,0.00,0.00,0.00,None,None,-95.84,1.61,81.22
2.00,-95.84,1.61,61.22,358.4,17.6,0.0,0.00,176.28,-16.03,None,None,-89.79,2.17,80.27
2.11,-95.84,1.61,61.22,359.2,52.0,0.0,0.00,325.12,7.56,None,None,-80.08,1.89,73.53
2.20,-95.84,1.61,61.22,1.6,80.6,0.0,0.00,297.34,24.95,None,None,-76.12,1.05,64.48
2.31,-95.84,1.61,61.22,3.0,103.8,0.0,0.00,220.86,13.33,None,None,-76.44,0.57,56.45
2.41,-95.84,1.61,61.22,3.2,106.4,0.0,0.00,26.08,2.01,None,None,-76.68,0.50,55.58
2.50,-95.84,1.61,61.22,6.4,125.0,0.0,0.00,197.10,33.91,None,None,-79.56,-0.62,49.82
2.61,-95.84,1.61,61.22,8.6,156.6,0.0,0.00,301.57,21.00,None,None,-87.99,-1.38,43.07
2.70,-95.84,1.61,61.22,8.6,159.6,0.0,0.00,31.74,0.00,None,None,-88.95,-1.38,42.68
2.81,-95.84,1.61,61.22,8.6,159.8,0.0,0.00,1.91,0.00,None,None,-89.01,-1.38,42.66
2.90,-95.84,1.61,61.22,8.6,159.8,0.0,0.00,0.00,0.00,None,None,-89.01,-1.38,42.66
3.00,-95.84,1.61,61.22,8.6,159.8,0.0,0.00,0.00,0.00,None,None,-89.01,-1.38,42.66
3.11,-95.84,1.61,61.22,9.2,191.8,0.0,0.00,314.20,5.89,None,None,-99.88,-1.59,41.89
3.19,-95.84,1.61,61.22,10.0,252.8,0.0,,,,ConfusedPromptActivated,None,-114.66,-1.86,55.39
3.20,-95.84,1.61,61.22,10.2,257.8,0.0,0.00,677.59,10.27,None,None,-115.08,-1.93,57.06
3.30,-95.84,1.61,61.22,10.2,260.0,0.0,0.00,22.42,0.00,None,None,-115.22,-1.93,57.80
3.40,-95.84,1.61,61.22,10.2,260.0,0.0,0.00,0.00,0.00,None,None,-115.22,-1.93,57.80
3.50,-95.84,1.61,61.22,10.2,260.0,0.0,0.00,0.00,0.00,None,None,-115.22,-1.93,57.80
3.61,-95.84,1.61,61.22,10.2,260.0,0.0,0.00,0.00,0.00,None,None,-115.22,-1.93,57.80
